,country,year,gdp_per_capita ($),suicides/100k pop,suicides/100k pop,suicides_no,suicides_no
1549,Paraguay,1985,964,9.83,29.59,27,36
1550,Paraguay,1986,1086,7.83,18.93,23,33
1551,Paraguay,1987,1158,9.96,26.64,23,39
1552,Paraguay,1989,1330,10.9,24.43,19,48
1553,Paraguay,1990,1600,18.419999999999998,26.59,50,49
1554,Paraguay,1991,1907,7.61,19.53,27,48
1555,Paraguay,1994,1981,12.49,31.97,27,81
1556,Paraguay,1995,2223,8.79,31.54,35,83
1557,Paraguay,1996,2341,7.65,25.81,30,69
1558,Paraguay,1997,2326,10.19,25.39,41,85
1559,Paraguay,1998,2057,12.28,36.27,45,93
1560,Paraguay,1999,1868,14.549999999999999,29.87,55,106
1561,Paraguay,2000,1782,12.34,30.44,47,107
1562,Paraguay,2001,1630,13.25,43.27,54,98
1563,Paraguay,2002,1315,14.51,28.94,66,111
1564,Paraguay,2003,1339,8.48,42.87,45,129
1565,Paraguay,2004,1598,16.87,48.57,77,157
1566,Paraguay,2005,1704,15.85,46.96,84,155
1567,Paraguay,2006,2038,14.18,51.39,69,182
1568,Paraguay,2007,2599,13.09,49.42,68,159
1569,Paraguay,2008,3438,13.360000000000001,44.96,62,160
1570,Paraguay,2009,2920,13.149999999999999,54.18,70,213
1571,Paraguay,2010,3619,14.22,40.34,63,160
1572,Paraguay,2011,4474,13.899999999999999,53.93,76,222
1573,Paraguay,2012,4319,19.35,43.949999999999996,88,187
1574,Paraguay,2013,5006,14.98,60.410000000000004,76,247
1575,Paraguay,2014,5254,19.22,52.93,110,269
1576,Philippines,1992,958,2.45,7.359999999999999,103,244
1577,Philippines,1993,957,8.74,13.23,340,506
1578,Philippines,1997,1312,4.68,15.56,219,595
1579,Philippines,1998,1124,4.21,17.84,218,665
1580,Philippines,1999,1262,6.74,18.14,255,788
1581,Philippines,2000,1205,7.62,24.59,358,1045
1582,Philippines,2001,1109,5.26,21.82,277,927
1583,Philippines,2002,1158,6.6,21.94,302,999
1584,Philippines,2003,1169,8.12,25.29,402,1142
1585,Philippines,2006,1599,7.2299999999999995,29.43,402,1386
1586,Philippines,2007,1915,6.37,22.8,406,1292
1587,Philippines,2008,2188,7.01,26.04,409,1411
1588,Philippines,2009,2073,7.66,27.23,525,1549
1589,Philippines,2010,2412,7.24,29.72,487,1629
1590,Philippines,2011,2662,8.5,36.410000000000004,570,1879
1591,Poland,1990,1876,29.349999999999998,143.29,879,4091
1592,Poland,1991,2416,27.11,153.16,868,4448
1593,Poland,1992,2650,32.12,162.31,981,4732
1594,Poland,1993,2683,30.38,157.47,983,4641
1595,Poland,1994,3081,27.4,158.56,891,4628
1596,Poland,1995,3937,28.450000000000003,153.25,937,4562
1597,Poland,1996,4413,27.65,150.56,909,4537
1598,Poland,1999,4640,26.04,158.11,884,4895
1599,Poland,2000,4744,29.06,161.95000000000002,972,4869
1600,Poland,2001,5249,24.09,156.56,850,5005
1601,Poland,2002,5466,29.05,154.22,992,4933
1602,Poland,2003,5983,25.73,154.42,888,4948
1603,Poland,2004,7014,26.24,161.5,910,5162
1604,Poland,2005,8417,25.41,160.63,907,5138
1605,Poland,2006,9485,25.94,156.91,858,4947
1606,Poland,2007,11816,23.35,143.12,812,4472
1607,Poland,2008,14721,23.38,154.0,812,4870
1608,Poland,2009,12141,26.580000000000002,170.52,946,5531
1609,Poland,2010,13304,23.53,167.10999999999999,840,5517
1610,Poland,2011,14686,21.17,162.69,760,5353
1611,Poland,2012,13894,22.94,169.43,810,5558
1612,Poland,2013,14552,23.16,164.43,840,5378
1613,Poland,2014,15119,22.35,155.95000000000002,811,5123
1614,Poland,2015,13228,20.13,146.85999999999999,723,4697
1615,Portugal,1985,2912,39.6,125.22,290,693
1616,Portugal,1986,4145,36.03,129.5,269,672
1617,Portugal,1987,5138,35.45,135.88,251,709
1618,Portugal,1988,5995,26.84,110.91,196,623
1619,Portugal,1989,6436,27.98,102.34,198,549
1620,Portugal,1990,8356,33.61,116.60000000000001,228,642
1621,Portugal,1991,9483,30.25,134.91,234,708
1622,Portugal,1992,11445,30.95,117.35,236,630
1623,Portugal,1993,10098,25.39,100.44,194,586
1624,Portugal,1994,10566,24.46,99.36,175,587
1625,Portugal,1995,12469,29.75,99.17999999999999,227,582
1626,Portugal,1996,12887,22.01,93.76,162,491
1627,Portugal,1997,12237,17.69,84.49,145,483
1628,Portugal,1998,12892,18.14,68.92,140,416
1629,Portugal,1999,13180,19.869999999999997,69.59,138,407
1630,Portugal,2000,12152,14.219999999999999,71.66,107,417
1631,Portugal,2001,12391,20.93,94.8,175,586
1632,Portugal,2002,13614,30.4,141.43,263,947
1633,Portugal,2003,16671,30.96,135.5,267,889
1634,Portugal,2007,24003,29.459999999999997,114.09,269,751
1635,Portugal,2008,26121,26.18,114.84,244,794
1636,Portugal,2009,24254,24.05,115.64999999999999,222,803
1637,Portugal,2010,23673,28.67,120.17,265,834
1638,Portugal,2011,24337,21.990000000000002,105.87,223,794
1639,Portugal,2012,21573,22.86,116.53999999999999,217,859
1640,Portugal,2013,22641,24.57,108.16,241,811
1641,Portugal,2014,23091,29.72,124.17,298,924
1642,Puerto Rico,1985,6582,18.91,135.7,35,234
1643,Puerto Rico,1986,7002,17.81,160.42000000000002,38,272
1644,Puerto Rico,1987,7533,17.56,126.2,38,234
1645,Puerto Rico,1988,8155,9.67,152.01999999999998,30,284
1646,Puerto Rico,1989,8576,14.66,154.88,35,292
1647,Puerto Rico,1990,9552,12.36,169.22,38,333
1648,Puerto Rico,1991,9974,13.17,171.64000000000001,36,319
1649,Puerto Rico,1992,10533,12.24,123.07,35,279
1650,Puerto Rico,1993,11146,9.719999999999999,141.53,34,311
1651,Puerto Rico,1994,11871,11.209999999999999,136.07,35,320
1652,Puerto Rico,1995,12636,10.72,110.15,34,255
1653,Puerto Rico,1996,13328,12.99,126.82,34,297
1654,Puerto Rico,1997,14037,4.74,94.52,19,254
1655,Puerto Rico,1998,15610,9.42,121.64999999999999,31,290
1656,Puerto Rico,1999,16560,11.23,106.08,32,257
1657,Puerto Rico,2000,17569,8.39,99.87,27,278
1658,Puerto Rico,2001,19649,10.780000000000001,96.11,34,255
1659,Puerto Rico,2002,20325,10.85,80.74,37,202
1660,Puerto Rico,2003,21264,5.78,91.21,22,240
1661,Puerto Rico,2004,22874,7.03,101.92,23,256
1662,Puerto Rico,2005,23944,12.6,92.51,41,248
1663,Puerto Rico,2006,24943,6.1000000000000005,89.2,22,243
1664,Puerto Rico,2007,25625,12.780000000000001,80.3,43,228
1665,Puerto Rico,2008,26840,13.71,93.37,47,253
1666,Puerto Rico,2009,27661,7.93,116.97,29,301
1667,Puerto Rico,2010,28267,12.47,91.37,45,241
1668,Puerto Rico,2011,28876,11.42,79.13,42,216
1669,Puerto Rico,2012,29247,12.03,75.07000000000001,44,204
1670,Puerto Rico,2013,29510,9.67,80.92,37,204
1671,Puerto Rico,2014,29515,8.5,68.59,32,188
1672,Puerto Rico,2015,29728,7.28,78.3,25,201
1673,Qatar,1995,17559,0.0,0.0,0,0
1674,Qatar,2001,32510,10.370000000000001,16.93,5,18
1675,Qatar,2004,45517,1.81,13.440000000000001,1,20
1676,Qatar,2005,55899,1.61,17.19,1,16
1677,Qatar,2006,64762,7.87,79.43,5,24
1678,Qatar,2007,71460,5.41,23.2,4,37
1679,Qatar,2008,87961,2.28,11.27,2,31
1680,Qatar,2009,64911,3.95,15.950000000000001,3,41
1681,Qatar,2010,74055,0.88,11.95,1,46
1682,Qatar,2011,90490,5.07,13.78,5,45
1683,Qatar,2012,93270,3.72,9.55,5,38
1684,Qatar,2013,93066,0.7,7.53,1,36
1685,Qatar,2014,91587,6.2700000000000005,12.719999999999999,3,52
1686,Qatar,2015,69937,6.53,12.309999999999999,9,57
1687,Qatar,2016,62484,2.88,13.549999999999999,5,63
1688,Republic of Korea,1985,2731,38.29,108.36,998,2691
1689,Republic of Korea,1986,3078,32.34,110.97,890,2568
1690,Republic of Korea,1987,3834,32.33,95.91,901,2400
1691,Republic of Korea,1988,5089,32.99,81.59,831,2118
1692,Republic of Korea,1989,6217,33.26,88.14,899,2124
1693,Republic of Korea,1990,7056,35.37,85.16,962,2197
1694,Republic of Korea,1991,8145,34.49,81.69,930,2139
1695,Republic of Korea,1992,8671,37.86,89.53,1066,2467
1696,Republic of Korea,1993,9479,47.58,111.89999999999999,1276,2848
1697,Republic of Korea,1994,11073,49.55,115.85000000000001,1350,2862
1698,Republic of Korea,1995,13217,52.809999999999995,126.47,1522,3319
1699,Republic of Korea,1996,14071,63.53,153.45999999999998,1815,4042
1700,Republic of Korea,1997,12978,65.98,160.82,1862,4162
1701,Republic of Korea,1998,8624,82.75,219.57,2369,6200
1702,Republic of Korea,1999,11074,72.74,184.78,2107,4968
1703,Republic of Korea,2000,12686,71.17,177.42,1963,4481
1704,Republic of Korea,2001,11922,79.08999999999999,194.45000000000002,2059,4852
1705,Republic of Korea,2002,13501,108.93,252.11,2672,5939
1706,Republic of Korea,2003,14971,131.28,322.84000000000003,3384,7514
1707,Republic of Korea,2004,16708,140.23000000000002,329.47,3613,7879
1708,Republic of Korea,2005,19460,145.35,333.69,3985,8026
1709,Republic of Korea,2006,21753,128.0,292.46,3426,7227
1710,Republic of Korea,2007,23982,149.6,316.94,4427,7747
1711,Republic of Korea,2008,21278,147.04,305.24,4598,8260
1712,Republic of Korea,2009,19036,170.89000000000001,348.63,5475,9927
1713,Republic of Korea,2010,22994,158.52,359.68,5237,10321
1714,Republic of Korea,2011,25157,147.84,367.21,5040,10866
1715,Republic of Korea,2012,25464,132.32,310.94,4538,9621
1716,Republic of Korea,2013,27060,121.14,307.43,4367,10059
1717,Republic of Korea,2014,29120,107.91,277.42,4099,9735
1718,Republic of Korea,2015,28410,103.95,285.19,3954,9556
1719,Romania,1989,1973,38.019999999999996,119.75,643,1886
1720,Romania,1990,1822,33.56,92.36,556,1523
1721,Romania,1991,1351,32.15,101.23,523,1638
1722,Romania,1992,1183,34.95,129.23,573,2077
1723,Romania,1993,1237,34.43,127.64,583,2191
1724,Romania,1994,1406,33.88,138.9,589,2298
1725,Romania,1995,1756,28.23,127.95,537,2256
1726,Romania,1996,1738,26.23,133.75,493,2335
1727,Romania,1997,1677,26.72,134.88,484,2375
1728,Romania,1998,1967,25.85,135.44,488,2350
1729,Romania,1999,1698,28.0,130.27,501,2235
1730,Romania,2000,1758,29.29,129.9,511,2325
1731,Romania,2001,1914,24.689999999999998,124.42,442,2278
1732,Romania,2002,2231,29.39,144.21,528,2539
1733,Romania,2003,2898,27.38,132.33,508,2386
1734,Romania,2004,3698,24.68,126.50999999999999,444,2276
1735,Romania,2005,4847,26.51,119.5,470,2133
1736,Romania,2006,6018,25.81,123.28,481,2240
1737,Romania,2007,8593,24.66,111.4,446,1984
1738,Romania,2008,10454,24.35,116.05,446,2026
1739,Romania,2009,8465,21.29,122.73,389,2197
1740,Romania,2010,8190,24.28,125.76,462,2304
1741,Romania,2011,9086,21.34,117.44,394,2142
1742,Romania,2012,9015,19.11,122.92,353,2142
1743,Romania,2013,10080,19.93,118.06,364,2043
1744,Romania,2014,10526,17.7,113.33,322,1887
1745,Romania,2015,9431,19.22,114.33,342,1886
1746,Romania,2016,10020,17.53,98.8,310,1643
1747,Russian Federation,1989,3740,80.61,318.21,8548,29373
1748,Russian Federation,1990,3789,79.96,319.21,8742,30286
1749,Russian Federation,1991,3773,76.61,319.79,8460,30821
1750,Russian Federation,1992,3333,80.28,357.2,9129,36794
1751,Russian Federation,1993,3160,87.57,434.49,10096,45750
1752,Russian Federation,1994,2853,89.82,477.82,10388,51032
1753,Russian Federation,1995,2844,93.26,454.12,10633,49915
1754,Russian Federation,1996,2813,85.66,440.62,9685,47826
1755,Russian Federation,1997,2907,84.58,423.51,9494,45252
1756,Russian Federation,1998,1948,80.57000000000001,394.17,8971,42547
1757,Russian Federation,1999,1412,86.95,423.18,9909,47065
1758,Russian Federation,2000,1879,79.53999999999999,424.93,9099,47520
1759,Russian Federation,2001,2229,77.92,426.73,9006,47952
1760,Russian Federation,2002,2527,78.4,410.15,9057,45967
1761,Russian Federation,2003,3141,73.12,395.79,8450,42995
1762,Russian Federation,2004,4312,70.07000000000001,377.54,8202,40894
1763,Russian Federation,2005,5611,63.87,356.47,7464,38338
1764,Russian Federation,2006,7313,63.16,338.15,7227,35387
1765,Russian Federation,2007,9643,63.52,323.47,7341,33808
1766,Russian Federation,2008,12359,60.28,306.52,6925,31286
1767,Russian Federation,2009,9118,55.93,296.87,6485,30923
1768,Russian Federation,2010,11307,50.09,269.12,5795,27561
1769,Russian Federation,2011,15226,49.300000000000004,250.38,5568,25470
1770,Russian Federation,2012,16413,47.56,237.95000000000002,5454,24189
1771,Russian Federation,2013,17052,42.56,231.41,4976,23714
1772,Russian Federation,2014,15319,40.52,218.7,4655,21886
1773,Russian Federation,2015,9987,37.66,199.26,4571,20861
1774,Saint Kitts and Nevis,1990,5339,0.0,0.0,0,0
1775,Saint Kitts and Nevis,1991,5368,0.0,0.0,0,0
1776,Saint Kitts and Nevis,1992,5868,0.0,0.0,0,0
1777,Saint Lucia,1986,2634,0.0,59.95,0,5
1778,Saint Lucia,1987,2875,9.8,131.62,1,10
1779,Saint Lucia,1988,3244,100.79,81.42,4,6
1780,Saint Lucia,1989,3505,30.9,58.010000000000005,3,5
1781,Saint Lucia,1990,4015,9.53,17.39,1,2
1782,Saint Lucia,1991,4194,0.0,104.09,0,6
1783,Saint Lucia,1992,4564,0.0,98.11,0,11
1784,Saint Lucia,1993,4568,0.0,75.28,0,8
1785,Saint Lucia,1994,4704,14.39,31.41,2,4
1786,Saint Lucia,1995,4947,7.7,74.01,1,9
1787,Saint Lucia,1996,5031,13.53,47.5,1,6
1788,Saint Lucia,1997,5053,0.0,117.53999999999999,0,9
1789,Saint Lucia,1998,5407,45.370000000000005,73.66,3,5
1790,Saint Lucia,1999,5590,6.77,68.17,1,7
1791,Saint Lucia,2000,5557,27.3,170.56,3,11
1792,Saint Lucia,2001,5195,0.0,59.08,0,7
1793,Saint Lucia,2002,5155,56.01,131.51,4,8
1794,Saint Lucia,2003,5599,49.37,83.89,4,6
1795,Saint Lucia,2004,5989,0.0,66.17,0,8
1796,Saint Lucia,2005,6292,0.0,24.82,0,4
1797,Saint Lucia,2006,7391,0.0,17.83,0,2
1798,Saint Lucia,2008,8122,0.0,0.0,0,0
1799,Saint Lucia,2009,7902,0.0,82.32,0,13
1800,Saint Lucia,2010,8557,6.38,23.93,1,3
1801,Saint Lucia,2011,8826,0.0,53.32,0,8
1802,Saint Lucia,2012,8764,4.06,80.97,1,9
1803,Saint Lucia,2013,9041,4.01,110.09,1,13
1804,Saint Lucia,2014,9372,20.299999999999997,71.26,3,11
1805,Saint Vincent and Grenadines,1985,1622,0.0,32.79,0,2
1806,Saint Vincent and Grenadines,1986,1771,0.0,0.0,0,0
1807,Saint Vincent and Grenadines,1987,1908,0.0,0.0,0,0
1808,Saint Vincent and Grenadines,1990,2553,0.0,72.06,0,5
1809,Saint Vincent and Grenadines,1995,3293,0.0,85.41,0,7
1810,Saint Vincent and Grenadines,1996,3450,10.9,74.16,1,7
1811,Saint Vincent and Grenadines,1997,3613,0.0,30.02,0,3
1812,Saint Vincent and Grenadines,1998,3874,0.0,194.42000000000002,0,10
1813,Saint Vincent and Grenadines,1999,4041,0.0,65.8,0,6
1814,Saint Vincent and Grenadines,2000,4087,0.0,44.11,0,5
1815,Saint Vincent and Grenadines,2001,4418,12.33,148.33,1,7
1816,Saint Vincent and Grenadines,2002,4723,8.59,194.33999999999997,1,6
1817,Saint Vincent and Grenadines,2003,4902,0.0,50.91,0,4
1818,Saint Vincent and Grenadines,2004,5286,0.0,46.46,0,4
1819,Saint Vincent and Grenadines,2005,5556,8.01,64.1,1,7
1820,Saint Vincent and Grenadines,2006,6142,7.88,114.19,1,5
1821,Saint Vincent and Grenadines,2007,6539,0.0,102.39,0,11
1822,Saint Vincent and Grenadines,2008,6966,7.66,32.629999999999995,1,3
1823,Saint Vincent and Grenadines,2009,6754,0.0,11.18,0,1
1824,Saint Vincent and Grenadines,2010,6809,0.0,54.83,0,5
1825,Saint Vincent and Grenadines,2011,6759,16.42,30.560000000000002,1,4
1826,Saint Vincent and Grenadines,2012,6918,24.89,72.4,3,7
1827,Saint Vincent and Grenadines,2013,7183,0.0,0.0,0,0
1828,Saint Vincent and Grenadines,2014,7203,0.0,80.78,0,2
1829,Saint Vincent and Grenadines,2015,7496,11.02,17.060000000000002,1,2
1830,San Marino,1999,48255,0.0,64.35000000000001,0,2
1831,San Marino,2000,43435,0.0,47.26,0,1
1832,San Marino,2005,69301,0.0,34.01,0,1
1833,Serbia,1998,2547,76.83,230.22,445,1015
1834,Serbia,1999,2570,98.60000000000001,246.13,480,1091
1835,Serbia,2000,915,87.00999999999999,237.15,474,1069
1836,Serbia,2001,1718,72.62,224.38,417,1025
1837,Serbia,2002,2258,72.58,223.32999999999998,395,1051
1838,Serbia,2003,2979,66.47,204.8,381,997
1839,Serbia,2004,3508,57.12,205.39000000000001,367,978
1840,Serbia,2005,3719,74.03,212.29,431,1006
1841,Serbia,2006,4353,76.11,209.96,422,1021
1842,Serbia,2007,5748,63.69,194.76,385,968
1843,Serbia,2008,7049,63.26,179.35,386,903
1844,Serbia,2009,6116,61.59,196.84,376,997
1845,Serbia,2010,5682,51.65,182.82999999999998,304,903
1846,Serbia,2011,6734,58.04,185.41,347,909
1847,Serbia,2012,5933,51.3,183.23000000000002,311,932
1848,Serbia,2013,6662,44.78,172.95,296,901
1849,Serbia,2014,6500,47.11,169.67000000000002,277,857
1850,Serbia,2015,5492,45.29,160.68,269,793
1851,Seychelles,1985,2947,13.33,142.85000000000002,1,7
1852,Seychelles,1986,3621,0.0,23.26,0,1
1853,Seychelles,1987,4276,0.0,60.72,0,3
1854,Seychelles,2001,8257,10.39,77.18,1,5
1855,Seychelles,2002,9070,0.0,154.12,0,5
1856,Seychelles,2003,9001,18.31,81.69,2,6
1857,Seychelles,2004,10526,0.0,63.27,0,6
1858,Seychelles,2005,11361,14.33,57.17,1,4
1859,Seychelles,2006,12442,0.0,275.75,0,8
1860,Seychelles,2007,12554,12.96,134.68,1,5
1861,Seychelles,2008,11667,0.0,39.07,0,4
1862,Seychelles,2009,10157,0.0,43.81,0,4
1863,Seychelles,2010,11563,0.0,51.989999999999995,0,6
1864,Seychelles,2011,13204,0.0,51.339999999999996,0,5
1865,Seychelles,2012,13044,0.0,33.5,0,3
1866,Seychelles,2013,16090,0.0,131.4,0,9
1867,Seychelles,2014,16018,20.54,22.79,2,2
1868,Seychelles,2015,16005,16.79,64.46000000000001,1,6
1869,Singapore,1985,8142,131.49,221.87,134,190
1870,Singapore,1986,7805,161.67,162.94,135,191
1871,Singapore,1987,8679,109.93,163.63,130,171
1872,Singapore,1988,10586,137.47,222.71999999999997,146,220
1873,Singapore,1989,12514,163.16,190.95000000000002,179,215
1874,Singapore,1990,14393,118.25,153.78,153,201
1875,Singapore,1991,17768,99.39999999999999,129.98,119,177
1876,Singapore,1992,20029,92.3,113.12,117,160
1877,Singapore,1993,22835,83.7,151.44,102,168
1878,Singapore,1994,27202,97.17,149.68,126,190
1879,Singapore,1995,31783,99.12,183.64000000000001,138,226
1880,Singapore,1996,34148,74.39,134.55,87,152
1881,Singapore,1997,34779,66.19,140.46,107,196
1882,Singapore,1998,29150,84.86,130.5,128,200
1883,Singapore,1999,28789,43.5,122.94999999999999,90,187
1884,Singapore,2000,31446,53.22,111.12,105,204
1885,Singapore,2001,28774,57.16,110.64,115,190
1886,Singapore,2002,29048,69.17,103.22,129,192
1887,Singapore,2003,30067,60.25,112.49000000000001,119,201
1888,Singapore,2004,34799,57.1,110.38,130,205
1889,Singapore,2005,38122,47.96,132.37,119,240
1890,Singapore,2006,43318,61.199999999999996,87.55,141,231
1891,Singapore,2007,53098,57.22,108.54,131,197
1892,Singapore,2008,55735,44.629999999999995,105.62,112,207
1893,Singapore,2009,54413,49.37,100.21,114,235
1894,Singapore,2010,66099,37.91,91.32,99,197
1895,Singapore,2011,76638,40.09,76.87,111,197
1896,Singapore,2012,80040,49.48,92.14,149,243
1897,Singapore,2013,83151,39.84,98.03,112,245
1898,Singapore,2014,84442,31.63,100.15,105,250
1899,Singapore,2015,81766,37.67,71.62,111,218
1900,Slovakia,1992,3143,35.06,179.17000000000002,142,654
1901,Slovakia,1993,3334,30.66,164.68,116,622
1902,Slovakia,1994,4036,25.23,159.81,108,583
1903,Slovakia,1995,5141,28.86,169.84,126,609
1904,Slovakia,1996,5529,24.56,149.94,106,566
1905,Slovakia,1997,5468,25.919999999999998,138.18,106,524
1906,Slovakia,1998,5871,20.06,141.78,88,585
1907,Slovakia,1999,5966,22.46,149.62,102,590
1908,Slovakia,2000,5696,29.92,150.16,135,594
1909,Slovakia,2001,6020,25.41,146.47,112,580
1910,Slovakia,2002,6869,24.2,167.57,100,617
1911,Slovakia,2003,9138,21.68,147.48000000000002,105,648
1912,Slovakia,2004,11177,22.88,128.02,112,564
1913,Slovakia,2005,12229,20.24,145.13,95,584
1914,Slovakia,2006,13763,0.0,0.0,0,0
1915,Slovakia,2007,16815,0.0,0.0,0,0
1916,Slovakia,2008,19530,18.07,116.13,83,508
1917,Slovakia,2009,17299,11.53,127.55,58,543
1918,Slovakia,2010,17387,19.16,124.52,92,539
1919,Slovakia,2012,18256,12.45,117.03,72,499
1920,Slovakia,2013,19226,16.5,127.41,83,533
1921,Slovakia,2014,19679,16.43,116.39,83,471
1922,Slovenia,1995,11291,80.08,313.79,129,435
1923,Slovenia,1996,11346,84.2,336.91,142,465
1924,Slovenia,1997,11014,71.17,338.93,120,473
1925,Slovenia,1998,11767,85.45,328.15,135,477
1926,Slovenia,1999,12041,75.31,318.05,137,453
1927,Slovenia,2000,10783,89.31,314.81,155,433
1928,Slovenia,2001,10979,75.55,347.85,122,459
1929,Slovenia,2002,12362,62.65,291.65,107,433
1930,Slovenia,2003,15568,73.38,303.18,122,440
1931,Slovenia,2004,18067,82.66,215.82,142,370
1932,Slovenia,2005,19012,62.47,274.94,112,391
1933,Slovenia,2006,20634,65.11,282.76,114,415
1934,Slovenia,2007,24964,57.65,233.79999999999998,99,335
1935,Slovenia,2008,28599,46.92,216.17,84,324
1936,Slovenia,2009,25872,52.17,216.54,97,350
1937,Slovenia,2010,24689,39.15,226.44,78,336
1938,Slovenia,2011,26377,47.22,234.44,88,347
1939,Slovenia,2012,23820,41.56,238.18,80,360
1940,Slovenia,2013,24697,47.39,235.63,86,360
1941,Slovenia,2014,25569,34.13,206.23999999999998,63,325
1942,Slovenia,2015,22036,47.14,217.67000000000002,90,332
1943,South Africa,1996,3908,1.25,6.78,30,113
1944,South Africa,1997,3960,1.7,3.25,22,82
1945,South Africa,1998,3512,1.72,5.9799999999999995,43,137
1946,South Africa,1999,3424,2.35,8.52,60,219
1947,South Africa,2000,3361,1.67,7.87,58,209
1948,South Africa,2001,2953,1.73,10.700000000000001,72,312
1949,South Africa,2002,2769,1.33,5.65,47,189
1950,South Africa,2003,4132,2.56,6.68,63,193
1951,South Africa,2004,5323,2.48,10.15,89,294
1952,South Africa,2005,5914,3.63,11.66,101,357
1953,South Africa,2006,6166,3.19,14.73,97,417
1954,South Africa,2007,6708,3.66,8.459999999999999,104,313
1955,South Africa,2008,6573,2.5,11.64,95,346
1956,South Africa,2009,6517,2.52,8.19,92,280
1957,South Africa,2010,8128,2.67,10.42,94,299
1958,South Africa,2011,8906,2.2600000000000002,7.05,75,283
1959,South Africa,2012,8347,2.57,10.99,114,373
1960,South Africa,2013,7612,3.1399999999999997,11.76,120,467
1961,South Africa,2014,7174,2.77,12.31,121,459
1962,South Africa,2015,6403,2.39,10.61,105,377
1963,Spain,1985,5009,26.080000000000002,88.85,685,1829
1964,Spain,1986,6919,26.700000000000003,93.13,723,2032
1965,Spain,1987,8727,27.830000000000002,94.31,787,2017
1966,Spain,1988,10250,29.2,98.08,810,2150
1967,Spain,1989,11258,27.79,98.7,774,2213
1968,Spain,1990,14517,29.27,99.97,804,2135
1969,Spain,1991,15574,28.16,93.67999999999999,777,2139
1970,Spain,1992,17005,23.96,95.05,682,2104
1971,Spain,1993,14106,25.29,95.56,754,2283
1972,Spain,1994,14223,24.87,99.45,742,2429
1973,Spain,1995,16444,24.92,98.89,749,2408
1974,Spain,1996,17166,27.96,98.57,869,2451
1975,Spain,1997,15738,27.83,103.49,847,2526
1976,Spain,1998,16473,24.12,99.92,762,2499
1977,Spain,1999,16756,25.11,93.97,809,2411
1978,Spain,2000,15538,24.740000000000002,97.47,819,2575
1979,Spain,2001,16169,22.53,89.87,759,2430
1980,Spain,2002,17924,23.23,92.41,817,2555
1981,Spain,2003,22701,23.189999999999998,93.3,828,2650
1982,Spain,2004,26372,23.93,88.7,857,2651
1983,Spain,2005,28092,22.6,85.06,829,2570
1984,Spain,2006,30246,19.33,80.53999999999999,735,2512
1985,Spain,2007,34769,20.2,78.75,801,2463
1986,Spain,2008,37848,19.57,78.95,781,2676
1987,Spain,2009,34470,18.72,79.3,763,2666
1988,Spain,2010,32839,16.01,71.42999999999999,690,2468
1989,Spain,2011,34097,17.32,71.27,745,2435
1990,Spain,2012,30146,18.650000000000002,78.23,815,2724
1991,Spain,2013,30792,22.23,79.09,960,2913
1992,Spain,2014,31171,22.43,81.92,973,2938
1993,Spain,2015,27108,21.240000000000002,76.14,923,2681
1994,Sri Lanka,1985,431,143.3,415.42,1730,3938
1995,Sri Lanka,1986,454,123.5,406.3,1491,3854
1996,Sri Lanka,1996,834,85.68,310.03000000000003,1170,3728
1997,Sri Lanka,1997,900,113.69,358.40999999999997,1497,4390
1998,Sri Lanka,1998,935,92.88,358.27,1312,4206
1999,Sri Lanka,1999,920,100.75999999999999,344.48,1348,4271
2000,Sri Lanka,2000,953,92.78,334.51,1293,3959
2001,Sri Lanka,2001,912,70.89999999999999,287.15999999999997,1008,3582
2002,Sri Lanka,2002,951,65.34,274.07,917,3465
2003,Sri Lanka,2003,1077,67.33,285.42,934,3533
2004,Sri Lanka,2006,1580,66.75,261.98,898,3117
2005,Suriname,1985,2706,127.44999999999999,343.39,22,58
2006,Suriname,1986,2731,57.400000000000006,154.59,12,30
2007,Suriname,1987,2951,55.23,196.47,12,40
2008,Suriname,1988,3418,79.94,129.78,17,32
2009,Suriname,1989,1560,67.08,145.04000000000002,12,41
2010,Suriname,1990,1114,10.059999999999999,204.03,4,22
2011,Suriname,1991,1235,89.89,125.57,22,35
2012,Suriname,1992,1093,35.31,102.65,13,35
2013,Suriname,1995,1782,39.44,143.07999999999998,13,42
2014,Suriname,1996,2174,11.39,72.88,4,17
2015,Suriname,1997,2314,28.0,87.69,11,21
2016,Suriname,1998,2318,19.119999999999997,82.83,8,21
2017,Suriname,1999,2142,37.36,179.34,15,34
2018,Suriname,2000,2129,39.43,88.5,14,38
2019,Suriname,2001,1798,45.51,172.58,16,56
2020,Suriname,2002,2507,71.96,142.27,21,48
2021,Suriname,2003,2916,47.04,198.95999999999998,19,58
2022,Suriname,2004,3360,59.28,142.82,18,49
2023,Suriname,2005,4009,45.69,165.48,12,60
2024,Suriname,2006,5794,69.43,228.83,28,84
2025,Suriname,2007,6397,102.59,253.54999999999998,32,87
2026,Suriname,2008,7601,91.08,325.74,34,113
2027,Suriname,2009,8238,85.85000000000001,283.86,32,99
2028,Suriname,2010,9176,138.06,287.24,42,94
2029,Suriname,2011,9184,68.26,285.05,32,95
2030,Suriname,2012,10227,76.03999999999999,378.07,33,100
2031,Suriname,2013,10451,73.62,213.18,34,97
2032,Suriname,2014,10530,88.62,268.72,36,92
2033,Sweden,1987,22813,64.14,166.76999999999998,464,1077
